
------ 1926311864 :: Soul Filcher's Clearing Time ------

1926311864::EN::ItemName_Base.CuttingBoardWooden = "Wooden Cutting Board",
1926311864::CN::ItemName_Base.CuttingBoardWooden = "ceshiceshi木质砧板dafdsa",
	1926311864::EN::ItemName_Base.PoolballInSock = "Poolball In Sock",
	1945359259::CN::IGUI_Dream78 = "我站在完全黑暗的走廊里.  <LINE> 摸到墙壁时, 墙边开始发出黄光.  <LINE> 我发现自己站在多条走廊的交叉口.  <LINE> 选择一条走廊前进, 不抱希望能找到什么.  <LINE> 突然有老鼠跑过. 瞬间它变得比天花板还高.  <LINE> 我逃跑, 它追赶! 我的视野变了, 看不到前方,  <LINE> 却能同时看到所有走廊、发光的巨型黄鼠、 <LINE> 以及拼命逃命的自己.  <LINE> 走廊构成了没有出口的迷宫.  <LINE> 墙壁不再清晰, 一切变得不平整.  <LINE> 老鼠变成一条弯曲的黄线, 而我变成蓝色方块,  <LINE> 被这条像蛇一样的黄线追赶.  <LINE> 我累得停下.  <LINE> 蛇...不, 老鼠扑向我.  <LINE> 来不及反应.  <LINE> 我消失了. 置身虚无. 我醒了...",
	1945359259::EN::IGUI_Dream79 = "I walk through the desert and stumble upon a canyon, inside it is a large mechanical structure, like a box, supported by thin curving scaffolding and a small bridge, this metal building is shattered and broken, it seemed that it could fall into the depths of the canyon at any moment. <LINE> <LINE> Use the small bridge to get inside the box. The interior matches the exterior, old, twisted, rusty metal. My attention was attracted by a strange hole in the wall, light seeps out of this hole, the light does not look like the light of the sun, I risk going through it and find myself standing in the square in front of the station. Where I am? The box had no railroad tracks leading to or from it, and in the desert around the canyon there was no city or railroad. I am the only soul for miles .. I hear the bell rang, the doors to the station swing open, and the square is filled with people ... <LINE> <LINE> A woman comes up to me, dressed in a big green dress with a big hat to match the dress ... I'm trying to get answers from her. I wanted to know where we were, and then I saw her face, her skin made of fabric, she is white, lacy, with soft stripes going down her face and body, her full lips with red lipstick. I don't remember her eyes, but I believe they matched her dress. all those details ... but her words made her ugly. I don't understand what she is saying to me, but I know that she is rude to me...",
	1945359259::CN::IGUI_Dream79 = "我在沙漠中发现峡谷, 里面有巨大的机械结构,  <LINE> 像是由弯曲脚手架支撑的盒子.  <LINE> 这个金属建筑破碎歪斜, 随时可能坠入峡谷 <LINE> 深处.  <LINE> 通过小桥进入盒子内部. 里面和外表一样 <LINE> 老旧生锈.  <LINE> 墙上有个发光的洞, 光线不像阳光.  <LINE> 冒险穿过洞后发现自己站在车站前的广场上.  <LINE> 这盒子没有铁轨连接, 周围沙漠里也没有城市.  <LINE> 我是方圆数里唯一的活物... <LINE> 钟声响起, 车站门开了, 广场突然挤满了人... <LINE> 穿绿裙戴大帽子的女人走近我.  <LINE> 我想问路时看到了她的脸——蕾丝做的 <LINE> 苍白面孔, 红色嘴唇. 她说的话粗鲁难听...",
	1945359259::EN::IGUI_Dream8 = "Absolute darkness around, crawling in search of the light of the praying god for salvation, in this gloomy and cold world. I feel for matches, I strike ... a spark falls to the ground, and everything around is engulfed in flame. Now I see, but the world that once was is now a distant memory ...",
	1945359259::CN::IGUI_Dream8 = "绝对的黑暗包围着我, 我在这个阴冷的世界 <LINE> 里爬行, 祈求神明赐予光明.  <LINE> 我摸到火柴, 划亮...火花落地的瞬间,  <LINE> 周围的一切都燃起火焰.  <LINE> 现在我能看见了, 但曾经的世界已成遥远的 <LINE> 记忆...",
	1945359259::EN::IGUI_Dream80 = "Waking up in a fright, I look around, I look in the closet, I look everywhere but I cannot find one of them anywhere. Out of the window I peer, no shamblers, no rotting flesh, just people minding their own business. I don’t understand. How did I get into my old bed? I was in my bunker. I spent nearly a year building that place deep in the forest, away from all those walking dead. This must be a dream, a sick dream from the time before. I got to wake up, I got to shock myself awake, I got to jump out my window and shock myself awake! Oh got it hurts, the pavement hurts! Help me… Waking up in the hospital bandaged everywhere, not again! I cannot wake up from this dream. I press the button that calls for assistance. Where are the Zombies, what is going on?! What do you mean you don’t know what I am talking about?! I won’t calm down! I won’t stop, let go! I pull free and run out of the hospital. No, no stop the car… I cannot believe all the blood coming out of me! Stay away from me, get away, stop reaching for me, I don’t want your help NOOO… is the last thing your mind thinks of while the Zombies munch on you, in your bunker, asleep.",
	1945359259::CN::IGUI_Dream80 = "惊恐地醒来环顾四周, 到处都找不到它们.  <LINE> 窗外望去没有蹒跚的丧尸, 只有 <LINE> 正常生活的人们.  <LINE> 我不理解. 我怎么回到旧床上的?  <LINE> 我明明在森林深处的掩体里, 花了近一年建造 <LINE> 那个安全屋. 这一定是场梦, 过去的噩梦.  <LINE> 我得弄醒自己, 得跳出窗外! 好痛!  <LINE> 水泥地太硬了! 帮帮我... <LINE> 在医院醒来全身绷带, 又来一次!  <LINE> 我按呼叫铃. 丧尸在哪?  <LINE> 什么叫你们不知道我在说什么? ! 放开我!  <LINE> 我挣脱跑出医院.  <LINE> 不, 别撞那辆车...难以置信我流了这么多 <LINE> 血! 别靠近我, 放开, 别碰我,  <LINE> 我不要你们的帮助不...这是你在掩体里入 <LINE> 睡时, 丧尸啃食你前的最后念头.",
	1945359259::EN::IGUI_Dream81 = "Wow! So this is a dream? These are the rare moments I can remember I am dreaming. I wonder what I can do in my dream. I am outside, nice! I am driving, wow! Now I want to go where it is populated with Zombies. Oh, how much I want to get my frustrations out on them, I can! This is my dream. Alright, let me reach for my trusty weapon, got it. Now, I am going to take them out. Look at them all fall! It feels so real. If only in real life I can be this calm, it will be so easy. I must have finished off a couple of dozen of them, nice! I look around, it looks like I am back at home. Lucid dreaming gives you courage, that is for sure. Everything is fading away, I must be waking up. I look at my feet. All bloody and muddy. Was that a dream or did I actually… Am I still dreaming? Did I do all that for real?",
	1945359259::CN::IGUI_Dream81 = "哇! 这就是梦境吗?  <LINE> 这是我少数几次能意识到自己在做梦.  <LINE> 我想试试在梦里能做什么.  <LINE> 我在户外, 太好了! 我在开车, 太棒了!  <LINE> 现在想去有丧尸的地方.  <LINE> 多想把沮丧发泄在它们身上, 我能做到!  <LINE> 这是我的梦.  <LINE> 好, 拿出信赖的武器, 搞定.  <LINE> 现在要干掉它们. 看着它们一个个倒下!  <LINE> 感觉太真实了. 要是在现实中也这么冷静就好 <LINE> 了.  <LINE> 一定很容易. 我干掉了至少几十个, 不错!  <LINE> 环顾四周发现回到了家.  <LINE> 清醒梦给人勇气. 一切都开始褪色, 我可能要 <LINE> 醒了. 看看脚...全是血和泥. 那是梦吗?  <LINE> 还是我真的...我还在做梦吗?",
	1945359259::EN::IGUI_Dream82 = "I see a shed. I have seen that shed many times when passing it to get to the grocery store. The shed’s door is always rattling, I do not know why. I do not want to approach it, too scary. Week after week I pass that shed. Its door keeps shaking, rattling, wanting to break open. I don’t want it to break open, I am afraid of what is on the other side. I can’t help it. I have to hold it together! I try to put duct tape, wood glue, nails, but nothing is holding the inevitable. It is going to break! I am starting to panic and I do not know why. The sheds door finally breaks into pieces. The light around me starts dimming. Everything gets cold so cold...",
	1945359259::CN::IGUI_Dream82 = "我看到一个棚子.  <LINE> 每次去杂货店路过都会看到它.  <LINE> 棚门总是嘎吱作响, 不知为何.  <LINE> 我不想靠近, 太可怕了.  <LINE> 一周周过去, 每次经过那个棚子.  <LINE> 门不断摇晃, 似乎要破裂.  <LINE> 我怕它真的裂开, 怕看到门后的东西.  <LINE> 我得阻止它破裂!  <LINE> 试着用胶带、木胶、钉子固定,  <LINE> 但都挡不住必然. 它要破了! 我开始恐慌.  <LINE> 棚门终于碎裂. 周围的光线开始变暗.  <LINE> 一切都变得冰冷...",
	1945359259::EN::IGUI_Dream83 = "Will you please turn off the music! I am trying to focus here. I got to pass my test, and I just can’t study with all that noise! Do you hear me? STOP ALL THAT NOISE! Why don’t they care about the important things, like grades and a career? It sounds like a party is going on outside. Why would you throw a party in the middle of the week? I grab my books and walk into my closet. I shut the door and turn the lights on, finally some piece and quite. They never cared about my future. I will not allow them to take it from me. I will focus so hard that I will block out all the noise they are causing even at my closet door. Break in if you want, you won’t convince me to help you with your selfish needs. Nothing you do can distract me from a happy and bright future. Nothing you do, nothing, nothing...",
	1945359259::CN::IGUI_Dream83 = "能把音乐关小点吗! 我要专心考试.  <LINE> 他们为什么不在乎成绩和事业?  <LINE> 外面好像在开派对. 为什么要工作日开派对?  <LINE> 我抓起书躲进壁橱. 他们从不关心我的未来.  <LINE> 不会让他们毁掉它. 我要全神贯注,  <LINE> 屏蔽他们制造的所有噪音. 破门而入也没用,  <LINE> 你们说服不了我放弃自己的需求.  <LINE> 什么都无法让我分心. 什么都...",
	1945359259::EN::IGUI_Dream84 = "Be my valentine. I love you so much. You can take my liver, my pancreas, my intestines… Heck, you can take both my kidneys if you want. What about my lungs? Why not?! I love everything about you. Your droopy eyes and your rotting teeth. Your pealing skin is so soft. I don’t know why I never saw before how great you are. I should have given myself to you way before, but now… This is the way it should be, the way nature made us… compatible. Once we are happy together, I will help you! I won’t be holding you back anymore. We will love everyone, together. Isn’t that the real beauty of life, to love everyone? No discrimination? I feel it, I am in your embrace. Thank you, thank you for accepting me. I will do you proud. You will see, you will see...",
	1945359259::CN::IGUI_Dream84 = "做我的爱人吧. 我如此爱你.  <LINE> 你可以拿走我的肝脏、胰腺、肠子... <LINE> 想要我的肾也行!  <LINE> 你的下垂眼和烂牙多美啊.  <LINE> 脱落的皮肤如此柔软.  <LINE> 为什么我以前没发现你的好?  <LINE> 我早该献身于你,  <LINE> 但现在...这才是自然之道,  <LINE> 我们天生一对.  <LINE> 只要我们幸福, 我会帮助你!  <LINE> 不再拖你后腿.  <LINE> 我们会一起爱所有人, 这不就是生命的真谛吗?  <LINE> 无差别地去爱. 我感受到了你的拥抱.  <LINE> 谢谢你接纳我. 我不会让你失望的.  <LINE> 你会看到的, 你会看到的...",
